"V1","V2","V3","V4"
3.44644427496602,0.122387341534041,7.18020799173281,12.3021069614799
5.21766173308612,0.122387341534041,3.69002368515553,6.75420803724697
3.87007803172767,0.122387341534041,5.59067038803969,10.4694580730439
2.96696363881096,0.122387341534041,4.99458483294703,7.54776863227703
3.2705026242554,0.122387341534041,4.3603747542174,9.74678511972552
4.17389678938828,0.122387341534041,3.57305053862326,7.21151493458644
3.54957397943456,0.122387341534041,4.60780631885547,8.16564082381049
3.72898843461069,0.122387341534041,5.4357176394731,9.02718459077645
3.50209625373659,0.122387341534041,6.03647932922307,11.6198426425601
3.52659693815874,0.122387341534041,8.00328796312533,14.5609566722726
4.55687589671889,0.122387341534041,4.50005442423346,8.45228221081149
3.68752791967325,0.122387341534041,7.46952856578453,12.911432224215
3.55087048817931,0.122387341534041,4.85799702779694,9.03191446909228
5.10368136231654,0.122387341534041,4.54525834262491,9.17832495728958
2.90307087660034,0.122387341534041,6.70579780817799,12.1782400113684
5.33509599965837,0.122387341534041,3.55068277548117,7.32061824886929
4.45802867112984,0.122387341534041,2.88043048723022,4.07533813377869
3.61699284092109,0.122387341534041,5.71014225464561,11.4016256792465
3.62216857984493,0.122387341534041,4.5383827756901,8.59177314323913
3.64303505354383,0.122387341534041,6.20218785192778,9.7065000527527
5.1052883484286,0.122387341534041,5.50545159655843,11.7145203259962
3.12516427102138,0.122387341534041,6.39451042866984,12.8768404240924
3.72450362040241,0.122387341534041,5.51153532261397,9.95481693478668
4.17763895677759,0.122387341534041,4.33310491019025,9.65564963907516
3.62437583281335,0.122387341534041,3.69185158353439,8.04222468887031
3.56673414361938,0.122387341534041,5.11990505016169,9.07285622019503
4.23536613575468,0.122387341534041,6.16413753097011,10.4795770137392
4.18989444805487,0.122387341534041,4.22770558148189,8.36977515409621
4.31426365302544,0.122387341534041,4.91054143850859,10.4145407942853
4.68496403859034,0.122387341534041,4.26797533380322,7.69619606491905
4.15931645884663,0.122387341534041,5.42807983776373,10.9030858848183
4.20953056580737,0.122387341534041,3.54513179905319,6.40217155443088
4.1479717556249,0.122387341534041,3.28368838271783,7.68219738247302
3.33325459791924,0.122387341534041,6.05526065311301,9.86014580666899
5.21516774375678,0.122387341534041,5.3575098278709,10.9023455479091
3.43003038902963,0.122387341534041,3.61021697017438,6.61776826870125
3.94448260020825,0.122387341534041,3.0472737760154,5.90039460342546
3.98660466106411,0.122387341534041,6.16916274342842,12.2486935002978
5.19196642453956,0.122387341534041,3.84918976992808,7.24892869763099
4.17804613767888,0.122387341534041,4.87746498359957,8.76663302689948
3.83959722255052,0.122387341534041,6.56103998962916,11.6597435961409
4.10830719551508,0.122387341534041,4.88457053218942,8.92335116646451
3.83796165025886,0.122387341534041,6.22246550763992,12.5876796413477
4.17579958690959,0.122387341534041,4.33023893073788,7.30719441633294
2.98835558803198,0.122387341534041,3.84117686838428,6.73597276664071
4.4856396302283,0.122387341534041,4.75695088180435,9.22730667337894
4.4027183139062,0.122387341534041,5.16673377693534,9.55005561276511
4.54587656387461,0.122387341534041,3.71899561206963,7.9629173788949
3.03644328307066,0.122387341534041,6.38155118795268,9.84695082534189
3.88073605443372,0.122387341534041,4.79305323137535,8.24518507439095
4.89246760902158,0.122387341534041,3.69936481041595,6.94970610715514
4.3725469874778,0.122387341534041,2.93304211122463,5.4875702888438
4.77812996818254,0.122387341534041,3.08018056795901,5.36080025909467
4.40361169178835,0.122387341534041,5.44860283943783,9.85402905638223
3.88647270550505,0.122387341534041,5.98316451177001,11.2588285212732
3.30514471787575,0.122387341534041,7.02752506081368,14.7832300366467
4.55932057149432,0.122387341534041,4.6487406609212,8.4281290447197
3.8830659427212,0.122387341534041,5.41868682606329,11.532519670786
3.86391260204341,0.122387341534041,3.92679086756678,7.56599882563515
4.90419513684485,0.122387341534041,4.79185432656488,10.0791674398113
3.75140242127743,0.122387341534041,4.91860923234183,10.0347006672864
3.69252114228988,0.122387341534041,6.20491009410899,10.871383268537
3.70688953384998,0.122387341534041,6.66632857550031,13.9107896392628
3.986475710975,0.122387341534041,4.86029365975421,9.84183822403023
4.14788239732597,0.122387341534041,5.08633539235367,8.78219647939749
3.43757201074912,0.122387341534041,4.75264421125262,6.81814996681453
4.49078830125798,0.122387341534041,4.97720069602834,10.3849211265029
3.53367042749042,0.122387341534041,5.88387908837677,10.2075183353676
3.65332264525809,0.122387341534041,4.92675545216267,9.53033720923056
2.82429911637566,0.122387341534041,7.75226287235163,14.1460652087342
4.44477919459216,0.122387341534041,4.02144096910024,7.67078198655369
3.96990922684315,0.122387341534041,4.03126653536717,7.11889476823321
3.47057537800732,0.122387341534041,4.39316030362003,8.32780653269666
3.95584003331347,0.122387341534041,4.40434069730178,7.80658446762431
3.86419404985631,0.122387341534041,5.22385379323679,9.2032782280774
4.18535732283404,0.122387341534041,4.62013452008236,9.6911584387695
3.43022091031251,0.122387341534041,3.42659770848103,5.17439573945306
4.30004913125858,0.122387341534041,3.83965616504448,7.29622454107219
3.73078565712113,0.122387341534041,4.96981213555177,10.1858168954316
3.65375618973392,0.122387341534041,4.59435761391439,9.79533996644891
4.86364177672748,0.122387341534041,4.14755084890095,7.03820860518601
4.57302993188806,0.122387341534041,5.49999636386593,10.822838455089
5.68887478977083,0.122387341534041,2.94911202932611,7.72038095005366
4.17563539025191,0.122387341534041,5.08277578494603,8.66507127841763
4.47786717827431,0.122387341534041,3.15898164533087,6.58409540687865
2.94533419986248,0.122387341534041,4.73294137740766,7.32922975479824
3.44833378166168,0.122387341534041,4.35152351833112,9.3686710427391
3.567508878314,0.122387341534041,5.53171064430785,10.1119530774729
4.37278283855233,0.122387341534041,5.52760347196409,11.3040148467184
4.12697439865762,0.122387341534041,5.10736015644443,10.3222188937716
3.96826998272691,0.122387341534041,4.45987696196062,9.79609349809538
3.76731382661482,0.122387341534041,4.79934581761514,10.7602443883581
4.19624006683097,0.122387341534041,5.24762428693013,10.6412532392572
3.44054016834583,0.122387341534041,5.42091642751707,9.49785104476939
4.38026002306647,0.122387341534041,5.59253142248931,9.98396570633532
3.45888939951741,0.122387341534041,4.96499140697371,8.92538474157921
3.46792058100873,0.122387341534041,6.31598585027506,11.8887773961208
4.81092460081285,0.122387341534041,3.97628099449597,6.8972304971393
3.09307720255182,0.122387341534041,4.90340383794717,11.3620868102323
4.52285964187225,0.122387341534041,3.07351182097904,5.41976768953805
3.7173509998257,0.122387341534041,3.62106134473004,6.16393163450723
3.73035342561976,0.122387341534041,6.20122818963641,11.8782937198886
4.11451840425545,0.122387341534041,5.25465684569018,9.92293251838894
4.31667331005627,0.122387341534041,3.77231082139379,7.80241875462119
3.85822101887255,0.122387341534041,3.08783839570231,5.95176843703039
4.54931259802277,0.122387341534041,5.02691944770009,8.83432191321875
4.62734868968687,0.122387341534041,3.51526459613134,5.64251846320051
3.85349509697145,0.122387341534041,3.42431905426097,6.08916650888621
3.72682480625605,0.122387341534041,4.27560055604556,7.4084731544989
4.03332325291183,0.122387341534041,5.66357038522764,9.74493045106413
4.99162076317097,0.122387341534041,3.61392133151437,7.79445508325565
4.31735145818941,0.122387341534041,4.80379082744011,8.87527407723219
3.67191880756342,0.122387341534041,5.05965840464648,9.9944770406636
4.40057305589952,0.122387341534041,5.03698675577292,9.58758444169414
4.10450509370141,0.122387341534041,4.99416721476031,10.2566667757666
4.05874035628118,0.122387341534041,5.99592618610695,11.7854501987057
3.85522181164926,0.122387341534041,2.61180167189753,4.86377770365872
4.97245020043824,0.122387341534041,3.1064442403057,4.69303498344457
4.022090538022,0.122387341534041,5.15562471031359,9.86832869023599
4.78526448578558,0.122387341534041,4.07354524584679,7.27117358426135
4.39364665427464,0.122387341534041,5.21499971180035,10.3138694450902
3.03924558763548,0.122387341534041,5.86714399153689,9.2627277946628
4.35107028890915,0.122387341534041,4.62810451887471,9.9207704388235
3.09421644047326,0.122387341534041,6.67045859344044,11.6337365222594
3.86237188271502,0.122387341534041,5.67505259874975,10.1285451604851
3.5663939240085,0.122387341534041,6.74944839267726,11.7334671549246
4.57590396797754,0.122387341534041,3.79731553320372,6.53033149545365
4.2213031644105,0.122387341534041,4.34917874093489,8.16941658296879
4.6218209979168,0.122387341534041,4.66156208478249,7.94999241323865
4.13154103043491,0.122387341534041,2.8969713305801,6.98997641128301
4.19033231611072,0.122387341534041,4.98002161812015,10.3489868535943
3.88880342685471,0.122387341534041,4.84774536980471,9.79246288445176
3.86103988525439,0.122387341534041,4.17958368589925,6.68885936471178
3.97441813487432,0.122387341534041,4.17217582351856,8.01543041971195
3.49109576433526,0.122387341534041,6.25909798190172,12.9148049593117
4.20324607674995,0.122387341534041,5.33875985697104,9.65801041242294
3.95242547902032,0.122387341534041,4.19480083252951,7.99310642266713
3.99134883874395,0.122387341534041,5.05154993028016,9.31999094778968
4.40657903257879,0.122387341534041,3.891724787904,6.54854631355305
4.29505059232313,0.122387341534041,4.95278806635575,9.44726973659987
3.99787572793819,0.122387341534041,5.1239947850963,10.7645841251433
3.68581594640596,0.122387341534041,4.93857768745372,7.86255632501904
4.77841667722593,0.122387341534041,4.47307213748861,7.13888790831112
4.20515359437682,0.122387341534041,5.58541399621688,10.0355972659491
