"V1","V2","V3","V4"
0.136470144049609,0.204763681356364,0.661938449655795,0.653734502084883
0.123876847459384,0.0628350338774342,0.0934856062519487,0.278585407257975
0,0,0.178510574077507,0.237308452273089
0.0917093790000809,0.10974892869809,0.00901593053840122,0.00598087330047981
0.265448495117489,0.155129612710518,0.0700886146232707,0.353622121508282
0.0264100900730422,0.0266138158479652,3.37105164449625e-07,2.22044604925031e-16
0.0202754845086763,0.0027010433010024,0.260862053388157,0.988822415742059
0,0,0.040607005865831,0.011148819063036
0.277072095618854,0.108713551885806,0.0101300817629273,0.671004050890391
0,0,0,0
0,0,0.661367662172531,0.739294623189985
0,0,0.0334110973508033,0.0145478335185856
1.69076464502371e-05,3.32521024715149e-07,0.636214628670786,0.232803788365886
0.248446319351531,0.416763729270303,0.217002239350815,0.0088510571734528
4.27636448474544e-08,3.02515248185031e-07,0.29538956799795,0.151795371760022
0.512485631712932,0.588493637594234,0.064065551958592,0.00724321992591093
0.143650145498584,0.396612559364891,0,0
0.0118127697514705,2.25878400161861e-05,0.044899300287456,0
0.972373687771042,0.0816927541283474,0.369081795676333,0.0578847709104278
0.000537081246633653,0.859432599425652,0,0
0.854317476657512,0.6182722844683,6.54969457027921e-05,1.36927802429909e-10
0.339896884049313,0.179942187669133,0.00826603072231213,0.000540387749430327
0.062439956460582,0.102386606831067,0.0184241955327413,2.63641894537869e-07
0,0,0.0732132694688561,0.161831353891673
0,0,0.544560007268455,0.153301234382374
0.411333404849061,0.633909095776275,0,0
0.0262193738457255,0.991950805528125,3.68994514943211e-08,2.18678020136309e-08
0.128729990448652,0.129307472484149,0.163174453712656,0.311202561028052
0.515744133975648,0.926692293790183,0.0626842611083669,0.0965134719522323
0.574887155068718,0.141179695244166,1.3252927635321e-06,0
0.391267726485472,0.530372260823302,0.0223813632700789,0.0143760711070233
0.00406485040705973,3.7370090044675e-07,0.224190242989932,0.0716511956061399
0,0,0.0517690768722654,0.0350070811750054
0.518805585825912,0.97249609976719,0.00852498876681795,3.47307174131117e-08
0.630975528777266,0.473274710623847,8.03836147333925e-06,8.39994740431393e-13
3.33997274282183e-11,1.77135861534339e-10,0.0707210564374694,0.106601878764707
0.698143235808704,0.286977675004796,0.00259092610681,0.000161440712836081
0.691545920891838,0.363583711384979,0.174563057969917,0.518734230924949
0.711068559873988,0.84128407849912,0.06435888076305,0.030921831665065
0,0,0.0679914989468806,0.157712007307751
0,0,4.2863490534728e-12,0
0.0409204418268834,0.534138525871592,0.259469605711447,0.43051569136809
0.234755361342649,0.0193552768965346,0.607563348456557,0.327761707086398
0.689246883779486,0.390814036094839,0,0
1.05949176445463e-05,3.84299299049928e-08,0.00597659031513476,3.17890158640921e-11
0,0,0,0
0,0,0.000347017330238009,5.60097319941555e-05
1.15558841504715e-05,2.93411041423219e-05,0.139593347516711,0.0365915630735003
0.572111267635925,0.706334707297124,0,0
0.0991333597790744,0.0520251961275304,0.309527313866968,0.720622335735604
0.170898524657726,0.295738314934177,0,0
0.0146483879706554,0.274268919332048,7.7536988718041e-05,0
0,0,0.0128365961856576,0.0324945229206985
0.136610182279944,0.0464395501635551,0.905481704576307,0.134886428983376
0,0,0.0789100612664526,0.0468283962665224
0.202844013204119,0.0791413575442119,2.03242712215612e-07,4.57323068303594e-12
1.38936707545501e-05,4.68298015920965e-08,0.44106053033088,0.0458717452548199
0.908942471208981,0.767192801092269,0.204934420211725,0.451421753411581
0,0,1.00714991901896e-11,7.39199812471725e-11
0,0,0,0
0.704360123911283,0.792995753728981,0.390515429657532,0.30501810152745
0.010919637654478,2.12924162701356e-06,0.577728586794111,0.638504186430703
0,0,6.90558721316847e-14,0
0.00198390591546782,3.87493421794005e-08,0.000956920808891537,0.000620652208345396
0,0,0.0953965443374292,0.665486377562284
0.215882571281311,0.47846201610691,0.0490249244765739,0.0337899766183127
7.51125606157643e-10,1.46967277903087e-07,0.107413827279503,0.0362958330198684
0.769651349264652,0.945567465138703,0,0
0.16897489103852,0.0340564549422706,1.02192159623371e-07,0
6.6272256595834e-06,1.2223980156989e-05,0.0452269771309612,6.03004290944398e-08
0.047005280789818,0.0465797633316283,0,0
0.567337805763574,0.388094686362802,0,0
0,0,6.91256114571104e-08,4.57683659860209e-08
0.984481317555687,0.992685030432403,0.30525791150356,0.82224195684429
0.777059903688133,0.587860450949066,0.238288083641191,0.253649460754264
0,0,7.03201590290803e-08,0
0.157958770282064,0.238801006387767,0.0399358288483391,0.00356148680095281
0.880373682743391,0.780427525797975,0.093601953793389,0.829472675848117
0.643750839055608,0.891432556854929,0.38190563192464,0.424129735019932
0.275795463908158,0.462745632134432,0,0
0,0,0.43038397321993,0.214924938814164
0.129440122850877,2.96401142101388e-05,0.00126556536578759,1.54043222622136e-10
0,0,0.011498766518599,0.00465555558286779
0,0,0,0
0.180691787081871,0.0289739198441228,0.0170778081734029,0
0.476536528282586,0.0443070799352299,0.000107311845841895,1.46999327701458e-05
6.72865525519484e-08,3.73336617176534e-08,0.0785672338253618,0.0371228590548165
0.135420513599275,0.0146411555220891,4.27359779342495e-07,2.22299703533935e-07
0.0291658961161532,0.0161878384584986,0,9.96425164601078e-11
0.818142818076934,0.729404411487864,0.00351004240617114,0.000423464112471406
0.204284179873448,0.345185839941621,0.00617649897047889,0.15266329972737
0,0,0.430763081068783,0.517653989821235
0.000111206081384374,2.01956673606674e-10,0.0301325211789338,0.00482652333375788
0,0,0.00172515233900983,0.000291362345793411
1.40620707067551e-05,5.25340479118341e-07,2.88657986402541e-15,6.52811138479592e-14
0.0032230320971236,0.831842147404174,0,0
0.537499089035709,0.197768228043962,0.780022729644421,0.632547483042734
0.10001672033936,0.0591747593797551,0.258018596030158,0.185840437350447
0.763023251233057,0.70740209944316,0.924946173665985,0.910448963172768
0,0,0.000597601210363452,4.3766371278009e-05
0.107208064277686,0.214759956596728,0.657087149110434,0.0821578878045275
0,0,0.000933316763299219,0.000193663791147936
0.851113756253763,0.0616910115965932,0.149013038482868,0.164219695747318
0.00800292439339301,0.00311507669593936,0.0128821073129373,0.00426629022642544
0.882356122391794,0.451073007847388,1.86421513559409e-07,2.01753749262679e-08
0.893589798050525,0.55987818383201,0,0
0.321354366655727,0.235546139139283,0.0604607148156722,0.00311487810444966
2.48925724477544e-09,2.08117512334738e-06,2.56513184360152e-06,1.68753899743024e-13
0.476426728732291,0.000315979577620196,0.903920094044046,0.727443292621563
0,0,0,0
0,0,0.580613610147386,0.915787609077534
0.0193231227453745,0.00687461677684809,0.476183825414787,0.0588525929414054
0.0329111336023276,1.10994906066253e-06,0.00945620688934201,3.07014942579897e-07
1.02140518265514e-14,2.22044604925031e-15,0.913930001024333,0.266823487280328
0,0,0.000215574032278232,1.78620451762868e-10
0.280459410221298,0.0255349960598494,0.549528666034782,0.246974772663536
0,0,0.363487826755739,0.152821350350956
0.962689348355928,0.0825770005147586,0,0
0.114141326857391,0.273215349761414,0.377373872396533,0.638938895532024
0,0,0.352739196654946,0.0420343061897941
0.00279311629165124,1.1643138455586e-06,0.848028187979665,0.641415659787166
0.478782941597228,0.115532295836614,6.6924385865974e-05,3.76876307939256e-12
0.000274978392384995,7.00037628635908e-05,0.202360690536414,0.617414737061365
0.0182758765957016,5.76341434754823e-06,0.0287958066177849,1.27214427314559e-05
0.0611845028536537,0.552354208231683,0.174747452648805,0.862021823747067
0.969760362617897,0.183236372384399,0,0
0.0736714046144125,0.0181081001047732,5.22107468370336e-10,8.43769498715119e-15
0.699891603590162,0.640635639772499,0.776238285279303,0.953990627064886
0,0,2.54029424753277e-05,0
0.313445872439799,0.31639998823069,0,0
0,0,0.361938358491615,0.0287602113526664
0.632088255601499,0.550193225546561,0.453919982074658,0.0418299861083953
0.928539587062445,0.0872932252644187,0.262938781940398,0.0113240636118002
0,0,0.104345394328575,0.051693295399321
0.228946615627966,0.226617943816226,0.041633460818131,0.0539946806464759
0.192405168339922,0.576667389296905,0.22439898546823,0.0372757566532962
0,0,0,0
0.148127367472999,0.0575104878459289,0.153917652114576,0.188489098072907
0,0,0,0
0,0,0.000369644708785533,0.00387248648191241
0.551876952999545,0.700663999185347,5.5455928738013e-10,5.99233329623416e-10
0.218280198326419,0.0621133802370237,0.0135852267940069,0.000506784055108289
0.0534971626661469,0.067789115949008,0.41552199694063,0.226060283435462
0.00234772339151434,2.0108772424976e-09,0.00598382518969354,0.00211447082186478
0,0,0.00903036704671778,0.00892207476759954
0.0149659683445427,0.0105355214975726,0,0
0,0,0.0199715498593427,0.162974712282596
0.438069031281085,1.17721814536509e-05,0.644622763155317,0.904372062118887
0.504015946397091,0.941406861299143,0.423707245746392,0.974942147723133
0.0181090453898278,3.24489762044688e-05,0.228409874130427,0.0706184373204386
0.00512518133156825,6.44000852645377e-10,0,0
0,0,0.150010712098684,0.579406896889775
0,0,0.209594831428667,0.814946615501465
0.0229429141431883,0.0268148677431528,0.000460478871068482,0
0,0,0.000300544485291487,0.000154901378651928
0.0240162666370936,0.0329473594628971,0.000131292632112423,2.57289922700465e-09
0.708384621716193,0.129545122683707,2.66645927560205e-09,0
0,0.0180406004887548,0.240014816164539,0.85046056135745
0,0,0.290616492652572,0.000130001061346086
0.437597168891795,0.956151166258334,0.815534573845861,0.170694313058782
0,0,0.235665679701575,0.0298897957107995
0.0501327631253599,0.0327600382669184,0,0
0,0,0,0
5.16373138188531e-05,8.16105198264694e-06,0.471909520828693,0.169382157928686
0.035342711224712,0.00647424524071449,0,0
2.97349112976519e-06,3.97647492711428e-09,0.641821191829547,0.426026025106431
0,0,0,0
0,0,0.000397466135363622,9.06427244373731e-09
0.0367854101809129,0.0255981790584454,0.00249582947701321,0.000517498367992753
0.589126337693175,0.400648652356739,1.92832900758333e-08,5.63327162694804e-13
0.483623438944224,0.188428651527574,0,0
0.0834699354545034,0.0685481707659192,0,0
0.0367767306628282,0.0141778003741395,0.444626587722939,0.494528073154115
0,0,0.170279290492911,0.0678324714747662
0.365612950379499,0.079361012271516,0.689682881651822,0.0765688521876733
0,0,0.00175496929025432,0.000898402703430001
0.00639176602696989,6.63595949301765e-08,0,0
0,0,0.287956785647006,0.740582382473447
0.0141883056111478,0.00203337165908168,0.645146462076046,0.17381618271336
0.0160049650205054,3.4792581276033e-06,0.00320664699822215,0.00164893594894888
0,0,0.866898302391101,0.77845709599346
0.0287136185056256,0.0466362065275925,0,0
0,0,0.594692839068612,0.930435914797999
0,0,0,2.22044604925031e-16
0.0089904436680539,0.00855094671607692,0.0211317892280629,0.00764736579082115
0,0,0.00765526897581625,0.00447963111693417
0,0,3.78250452426343e-06,8.64761262597824e-09
1.69024794161032e-11,5.93377628277381e-06,0,0
0,0,0.0745606160792116,0.0504876653868094
0.345906354186595,0.670942519748082,6.65217980981847e-05,4.46953585253596e-11
0,0,0,0
0,0,0.807097529866533,0.460129522199701
0,0,0.259068437873926,0.304967214227494
0.207130691060591,0.161340304162679,0,1.08801856413265e-14
0.430188777204787,0.154236918987664,0.000180440786896829,3.66836682752503e-05
0,0,0,0
0,0,0.0456630961095803,0.0101738696799125
0,0,4.11315426163128e-12,0
0.341521119092436,0.131819760661682,1.16104725833566e-09,1.01363362148277e-12
0.170126042592605,0.103242655357349,0,0
0,0,0.614704435714411,0.64727747256989
0.193354014752162,0.260754144566518,0.467282162540123,0.935914752182464
1.33340005703531e-10,1.73113885590936e-05,0.0208059926146065,0.00566286223432977
4.76552131090102e-12,2.18689510944614e-11,0.00420068137022933,0.00224363669660277
0,0,0.825586972045872,0.315561799577653
5.75932634916398e-11,2.22044604925031e-16,0,0
1.33759670006839e-12,3.83071969700666e-08,0.0712155206467087,0.000123366733875141
0.921196810027208,0.294435842217818,0.0147891072682342,0.00570255569204581
0,0,0.000119437886099805,4.92088541026448e-08
0.86895659576365,0.434510092044289,0.0102038993956692,0.00747241284358235
1.81989608074584e-05,1.08506319205226e-05,8.66508148544831e-06,0
0,0,0.770066444922114,0.969517440536379
0.120926270590959,0.0322160636249129,0.591781587395379,0.361200844217888
0.728962025761227,0.973128375351219,0,0
0.391633037503275,0.151578628937912,0.0189452374648706,0.00206140029095092
0,0,0.0133990865887257,0.198511931364018
0.000509396788011429,4.23334922672325e-09,3.68563828034851e-06,2.83226264663483e-09
0,0,0.983354098400831,0.878930322247327
0,0,0.255618652786723,0.192004490512837
7.53728663926978e-08,6.55806717753116e-06,0.00293946862810301,0
0.829392097343176,0.350850937296054,3.24189571254685e-06,4.00487620844103e-09
6.26335387110544e-07,3.33596241963718e-07,0.000957871887883099,1.74971148680925e-12
0,0,9.20970187467951e-06,1.03355102254454e-11
0.0992795586004112,0.0288418899382055,0.126649476505463,5.39022362300301e-08
0.8597374636908,0.571052511311099,0.295397564684337,0.14656429772497
0,0,0.00066024373689233,4.86339809313563e-07
0.576420103368833,0.0178583333665707,0.000570165679107504,0.068191764828319
0.883434779245445,0.595652363237651,0.868318306893893,0.82353886511981
0,0,4.01167987718054e-11,1.93178806284777e-14
0.310129829205568,0.403650393551,0.0419377995483745,0.00184912756465061
0,0,2.26796615589997e-05,4.74082995083336e-11
0,0,0.460681269347144,0.00024317443551225
0,0,0,0
0,0,0.00293662807789175,1.43641427863272e-07
0,0,0.515723832038014,0.852777109750561
0,0,0.0136078632085639,0.0103155777361368
0.68409371224833,0.93096696041393,0,0
0,0,3.00071956171877e-08,2.4580337765201e-13
